Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
419281;14891935000110;ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.;ODONTO SEG;Odontologia de Grupo;AVENIDA DAS NAES UNIDAS;10989;2 ANDAR, CONJUNTO 22;ALTO DE PINHEIROS;So Paulo;SP;4578000;11.0;41301880.0;;ouvidoria@odontoseg.com;PAULO OTAVIO MONTALVO CAMISOTTI;DIRETOR PRESIDENTE;4.0;2014-02-17
414387;3187913000157;ODONTOART PLANOS ODONTOLGICOS LTDA;ODONTOART;Odontologia de Grupo;RUA DESEMBARGADOR LEITE ALBUQUERQUE;635;COBERTURA;ALDEOTA;Fortaleza;CE;60150150;85.0;31339191.0;;odontoart@odontoartonline.com.br;TADEU MAGELA DE OLIVEIRA;DIRETOR ADMINSITRATIVO;5.0;2002-10-01
344486;1208983000119;ODONTOBASE PLANOS DE SAUDE LTDA.;ODONTOBASE;Odontologia de Grupo;RUA ALEXANDRE HERCULANO;197;SALA 2001;GONZAGA;Santos;SP;11050031;13.0;30407400.0;;diretoria@odontobase.com.br;CLAUDIO CIORLIA DENIPOTI;SCIO - DIRETOR;5.0;1998-12-28
423491;47313264000169;ODONTOBRAS PLANOS ODONTOLOGICOS LTDA;ODONTOBRAS;Odontologia de Grupo;Rua Artur de Azevedo;1697;Salas 1 e 2;Pinheiros;So Paulo;SP;5404014;;;;diretoria@odontobras.net.br;ANA LUCIA SEIXAS;Repr junto  ANS;4.0;2022-12-12
418111;94523503000195;ODONTOCLINICA RCC LTDA. S/S;;Odontologia de Grupo;AVENIDA RIO BRANCO ;209;SALA 3;SO PELEGRINO;Caxias do Sul;RS;95010060;54.0;30255255.0;;planoodontologico@odontoclinica24h.com.br;ZILSON LUIZ RISSON;DIRETOR;6.0;2011-05-31
422924;40650166000178;ODONTOCOOP - OPERADORA DE PLANOS DE SADE LTDA;ODONTOCARD;Odontologia de Grupo;RUA DOUTOR PEDRO MONTEIRO;54;SALA 02;CENTRO;Macei;AL;57020380;82.0;30214141.0;;administrativo@odontocardoficial.com.br;CLEWERTON FARIAS DE BRITO;SCIO ADMINISTRADOR;;2021-08-11
389854;2751464000165;ODONTOGROUP SISTEMA DE SADE LTDA.;ODONTOGROUP;Odontologia de Grupo;SAUS QUADRA 04 - BL. A;SALAS 1101/1112;ED. VICTORIA OFFICE TOWER;ASA SUL;Braslia;DF;70070938;61.0;30386011.0;8007043663.0;odontogroup@odontogroup.com.br;ANA REGINA MARTINS CERQUEIRA SALGADO;DIRETORA GERAL;3.0;1998-12-16
417831;10364053000145;ODONTOLIVE OPERADORA DE PLANOS ODONTOLGICOS LTDA.;ODONTO LIVE;Odontologia de Grupo;RUA ABRO ANTONIO;453;;JARDIM PLANALTO;Birigui;SP;16203520;18.0;36430446.0;36414257.0;aranieri@odontolive.com;ANTONIO AUGUSTO POLIZEL RANIERI;SCIO - DIRETOR;1.0;2011-01-24
419184;15441865000160;ODONTOMAIS SERVIOS ODONTOLGICOS LTDA - ME;ODONTOMAIS;Odontologia de Grupo;RUA CORONEL CASCUDO;331;;CIDADE ALTA;Natal;RN;59025260;84.0;32213918.0;32213918.0;ADMODONTOMAIS@HOTMAIL.COM;CLIMRIO DE ALMEIDA MAIA NETO;ADMINISTRADOR;5.0;2013-11-11
419583;17211049000196;ODONTOMAXI OPERADORA DE PLANOS ODONTOLGICOS LTDA;ODONTOMAXI;Odontologia de Grupo;RUA DAS PITANGUEIRAS;18;SALA 72 - 7 ANDAR;JARDIM PITANGUEIRAS I;Jundia;SP;13202450;11.0;45274800.0;;flavia.magalhaes@odontomaxi.com.br;FLVIA MAGALHES DA SILVA;SCIO-ADMINISTRADOR;6.0;2014-10-06
423238;45505515000181;ODONTOPLAN PLANOS ODONTOLOGICOS LTDA;;Odontologia de Grupo;RUA BOM SUCESSO ;734.0;CONJ 10;CIDADE MAE DO CEU ;So Paulo;SP;3305000;11.0;981383504.0;;toninho@asssegurosesaude.com.br;RICARDO ROSSI PEDROZA;PROPRIETARIO ;4.0;2022-06-08
301949;58119199000151;ODONTOPREV S/A;ODONTOPREV;Odontologia de Grupo;ALAMEDA ARAGUAIA ;2104;ANDAR 21 CONJ 211 AO 214;ALPHAVILLE INDUSTRIAL;Barueri;SP;6455000;11.0;21686870.0;21812211.0;rcury@odontoprev.com.br;ROBERTO SEME CURY;REPRESENTANTE LEGAL;1.0;1998-12-18
412040;361946000183;ODONTOREAL LTDA.;ODONTOREALE;Odontologia de Grupo;AV. GOV. CARLOS DE LIMA CAVALCANTI;229;;DERBY;Recife;PE;50070110;81.0;30718299.0;;odontoreale@gmail.com;ALEXANDRE JOS FERRAZ;SCIO GERENTE;6.0;2000-08-29
416738;8708980000193;OESTE SADE ASSISTNCIA A SADE SUPLEMENTAR S.A;OESTE SADE;Medicina de Grupo;AVENIDA ONZE DE MAIO;1521;;VILA LIBERDADE;Presidente Prudente;SP;19050050;18.0;39185105.0;;oestesaude@oestesaude.com.br;MARCELO DE TOLEDO CERQUEIRA;DIRETOR PRESIDENTE;6.0;2008-10-03
422185;36414737000106;OLIVA ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefcios;AVENIDA NOSSA SENHORA DE COPACABANA;817;SALA 601;COPACABANA;Rio de Janeiro;RJ;22050002;;;;andre.reis@olivabeneficios.com.br;ANDR LUIZ REIS FERREIRA;REPRESENTANTE LEGAL;6.0;2020-03-16
424030;52917897000116;OMEGA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA.;;Odontologia de Grupo;RUA BARAO DE JAGUARA;1214;ANDAR 2 SALA 01;CENTRO;Campinas;SP;13015002;19.0;984195150.0;;operadoraomegaodonto@gmail.com;ELENY LCIO CASTILHO;SOCIO ADMINISTRADOR;;2024-04-29
359661;44673382000190;OMINT SERVIOS DE SADE S.A.;OMINT;Medicina de Grupo;RUA FRANZ SCHUBERT;33;;JD PAULISTANO;So Paulo;SP;1454020;11.0;21324000.0;38134949.0;relacionamento-ans@omint.com.br;ANDRE DO AMARAL COUTINHO;DIRETOR GERAL;4.0;1998-12-16
304212;92240605000178;ON MED ASSISTNCIA MDICA LTDA;ON MED;Medicina de Grupo;AV CEL FREDERICO LINK ;714;SALA 302;IDEAL;Novo Hamburgo;RS;93336002;;;;diretoria@onmedsaude.com.br;TAMIRES BRANDAO OLIVEIRA PENIDO;DIRETORA ADMNISTRATIVO;5.0;1999-01-25
422673;37303850000179;OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA;ULTRAODONTO;Odontologia de Grupo;RUA CARLOS DIAS DA SILVA;37-A;;ITINGA;Lauro de Freitas;BA;42738560;71.0;30514003.0;;meireantunes@ultraodonto.com.br;JONE LIMA MOREIRA;SOCIO ADMINISTRADOR;3.0;2021-02-09
420743;25186649000170;OPERADORA DE PLANOS ODONTOLGICOS ODONTOCLNICA LTDA;ODONTOCLNICA PLANOS ODONTOLGICOS;Odontologia de Grupo;RUA 24 DE NOVEMBRO;182;;CENTRO - SERRA CAIADA;Serra Caiada;RN;59245000;84.0;988148097.0;;AGASILVA2@HOTMAIL.COM;AGAMENON SEVERIANO DA SILVA;SCIO ADMINISTRADOR;5.0;2016-12-28
419699;20918393000124;OPERADORA DE PLANOS PRIVADOS DE SADE - SANTA CASA SADE LTDA;SANTA CASA SADE;Medicina de Grupo;AVENIDA FERNANDO CORREA DA COSTA;920;;VILA GLORIA;Campo Grande;MS;79004310;;;;gerenciaadm@santacasasaudecg.com.br;BEATRIZ LEMES DA SILVA;ADMINISTRADOR;6.0;2015-03-05
318477;2888465000156;OPERADORA UNICENTRAL DE PLANOS DE SADE LTDA.;TOTAL MEDCARE;Medicina de Grupo;RUA ROCHA POMBO;54;;ACLIMAO;So Paulo;SP;1525010;;;;operadora.unicentral@totalmedcare.com.br;RAFAEL FRANCISCO DE ALMEIDA;DIRETOR GERENTE GERAL;4.0;1998-12-21
354511;2774736000142;OPERADORA UNIESTE DE PLANOS DE SADE LTDA;SILVESTRE SADE;Medicina de Grupo;RUA  DEZENOVE DE FEVEREIRO ;140;3 ANDAR ;BOTAFOGO;Rio de Janeiro;RJ;22280030;21.0;30318001.0;;diretoria@silvestresaude.com.br;NILSON FONTANA;DIRETOR ADMINISTRATIVO;4.0;1998-12-21
418226;13816250000146;OPLAN SADE OPERADORA DE PLANO DE SADE LTDA;OPLAN SADE;Medicina de Grupo;RUA ARY PARREIRAS;201;;CENTRO ;Itagua;RJ;23816541;21.0;23919645.0;;debora.oliveira@oplan.com.br;VALESCA DALLIER GUALTER DE ALVARENGA ;REPRESENTANTE;6.0;2011-09-13
418200;83335596000108;ORAL BLUE LTDA;ORAL BLUE;Odontologia de Grupo;RUA EUCLIDES DA CUNHA;21;;CASTANHEIRA;Belm;PA;66645130;;;;ANS@ORALBLUE.COM.BR;SANDOVAL RIBEIRO RODRIGUES;SCIO-PROPRIETRIO;5.0;2011-09-13
418447;4942097000102;ORAL GAM ASSISTENCIA ODONTOLGICA LTDA;ORAL GAM ASSISTENCIA ODONTOLGICA LTDA;Odontologia de Grupo;AVENIDA ESTADOS UNIDOS;311;;PARQUE DAS NAOES;Santo Andr;SP;9210300;11.0;49974869.0;;oralgam@terra.com.br;GIL CARLOS FERNANDES;DIRETOR TCNICO ;6.0;2012-03-14
366510;1972369000129;ORAL SADE DE IBITINGA SERVIOS ODONTOLGICOS S/S LTDA;ORAL SADE DE IBITINGA SERV. ODONTOL. S/S LTDA;Odontologia de Grupo;AVENIDA DOM PEDRO II;1095;;CENTRO;Ibitinga;SP;14940000;16.0;33427336.0;33427336.0;oralsaudeibitinga@uol.com.br;RENATO LUIZ MARTINS;DIRETOR;6.0;1999-01-27
412996;3990914000135;ORALE ASSISTNCIA ODONTOLGICA LTDA;ORALE;Odontologia de Grupo;AVENIDA ANITA GARIBALDI;1133;SALA 1204;ONDINA;Salvador;BA;40170136;;;;adm@orale.com.br;MARCOS BARRETO REGIS;ADMINISTRADOR;5.0;2001-01-16
420972;26766016000101;ORALPLAN PLANOS DE SAUDE ODONTOLGICOS LTDA;ORALPLAN;Odontologia de Grupo;AVENIDA CARAVELAS;03;SALA 28 - ED. GALERIA DIVAMAR;PRAIA DO FRANCES;Marechal Deodoro;AL;57160000;;;;diretoria@oralplan.vc;FABIO SANTOS DE ALMEIDA;REPRESENTANTE;5.0;2017-07-21
404772;1628329000164;ORION ODONTOLOGIA LTDA;;Odontologia de Grupo;AVENIDA PAULISTA;1765;7 ANDAR, CONJ. 72 - CV 8262;BELA VISTA;So Paulo;SP;1311200;11.0;44782800.0;44782800.0;orion@orionodonto.com.br;PAULO CARDONA LICCA;Scio Administrador;4.0;1999-06-08
416371;7479804000164;ORION PLANOS E SERVIOS ODONTOLGICOS LTDA;ODONTOMIX;Odontologia de Grupo;Rua Visconde de Inhama;468;Salo Comercial ;Centro;Ribeiro Preto;SP;14010902;;;;andrei@odontomix.com.br;ANDREI SANT' ANA MARQUES DE OLIVEIRA;SCIO-ADMINISTRADOR;4.0;2007-09-18
419991;18496204000120;OROS OPERADORA DE PLANOS ODONTOLGICOS LTDA ME;OROS OPERADORA DE PLANOS ODONTOLGICOS;Odontologia de Grupo;AVENIDA JOS RUSCHI;246;;CENTRO;Santa Teresa;ES;29650000;27.0;32591077.0;;MARCELOSALVIATO@HOTMAIL.COM;MARCELO NASCIMENTO SALVIATO;SCIO ADMINISTRADOR;5.0;2015-12-09
423483;43873924000105;P4H GESTAO DE BENEFICIOS LTDA;PEOPLE 4 HEALTH BENEFICIOS;Administradora de Benefcios;Rua Dom Jaime Cmara;170;Salas 101 e 102;Centro;Florianpolis;SC;88015120;;;;ricieri@p4hsaude.com;RICIERI DO ROSARIO RAMOS;Scio Administrador;;2023-02-13
315265;82353079000107;PARANA ASSISTENCIA MEDICA LTDA;PAM;Medicina de Grupo;AVENIDA CARLOS CORREA BORGES;1130;SALA 03, TRREO E 1 ANDAR;JARDIM GUAPOR;Maring;PR;87060215;44.0;32181530.0;32181532.0;juridico@drpam.com.br;ALEXANDRE DA SILVA LIMA;DIRETOR FINANCEIRO;5.0;1998-12-22
350141;76717040000110;PARAN CLNICAS - PLANOS DE SADE S/A;PARAN CLNICAS;Medicina de Grupo;AVENIDA GETLIO VARGAS;3201;;GUA VERDE;Curitiba;PR;80240041;41.0;33403023.0;33403042.0;info@paranaclinicas.com.br;RAQUEL REIS CORREA;DIRETORA PRESIDENTE;5.0;1998-12-16
415782;7075561000107;PARRA ODONTOLOGIA LTDA;PARRA ODONTOLOGIA - ATUAL CONVENIO;Odontologia de Grupo;RUA MARECHAL RONDON;150;;JARDIM SUMAR;Ribeiro Preto;SP;14025430;16.0;39416768.0;39416768.0;atual@atualodontologia.com.br;NEWTON BARBOSA PARRA;DIRETOR;6.0;2006-10-25
331988;39419809000198;PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE;PASA;Autogesto;AV. PRESIDENTE VARGAS;3131;6 ANDAR, SALAS 605 e 606;CIDADE NOVA;Rio de Janeiro;RJ;20210030;21.0;21395702.0;22405625.0;juridico@planopasa.com.br;BRUNO CAMARA MEIRA;DIR. ADMINISTRAAO E FINANAS;4.0;1998-12-22
420778;14938785000152;PASSPORT SYSTEM ODONTOLOGIA LTDA;PASSPORT SYSTEM;Odontologia de Grupo;Avenida Rio Branco ;2672;Sala A;Setor 05;Jaru;RO;76890000;69.0;35211342.0;;nhyll_odonto@hotmail.com;NILCELIA ANA MARIN;Administrador;3.0;2017-01-18
422584;38272479000198;PB ASSISTENCIA MEDICA EU LTDA;PLANO BRASIL SAUDE;Medicina de Grupo;RUA GARIBALDI;S/N;LOTE 2A LOJA 007;ALPHAVILLE ABRANTES;Camaari;BA;42821872;71.0;84312648.0;;michelle.pacheco@planobrasilsaude.com.br;PAULO BRITO BITTENCOURT;CEO;;2021-01-13
422355;36186642000174;PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA;PRODENTAL BRASIL ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo;RUA DR JOSE PEROBA;349;SALAS 1105 E 1106, ED.EMPRESARIAL C. AZU;STIEP ;Salvador;BA;41770235;71.0;33884482.0;;victor@prodentalbrasil.com.br;VICTOR SILVEIRA GUSMO;DIRETOR EXECUTIVO;6.0;2020-08-04
421774;30495227000116;PENTGONO ADMINISTRADORA DE BENEFCIOS S/A;PENTGONO ADMINISTRADORA;Administradora de Benefcios;RUA DOUTOR PEDROSA;183;CASA, CONDOMNIO PEDROSA DR CJ;CENTRO;Curitiba;PR;80420120;41.0;32771313.0;;pedro@sallusadministradora.com.br;PEDRO PEREIRA;REPRESENTANTE;;2019-06-19
421707;31097886000167;PERSONAL CARE OPERADORA DE SADE SA;NORDEN PLANO DE SADE;Medicina de Grupo;RUA CONDE DO PINHAL;739;-;CENTRO;Ibat;SP;14815000;16.0;33632200.0;;contato@meunorden.com;ANTONIO MONTEIRO PINOTTI AFFONSO;SCIO ADMINISTRADOR;5.0;2019-07-16
310239;17146846000137;PESSOAL SADE PLANOS DE ASSISTNCIA MDICA LTDA;PESSOAL SADE;Medicina de Grupo;RUA JOS VERSOLATO;101;Bloco A - SL 42;CENTRO;So Bernardo do Campo;SP;9750730;;;;elisangela@pessoalsaude.com.br;JOO VANDIR VALIM JUNIOR;SCIO;5.0;1998-12-31
419486;17897995000138;PLADISA PLANOS DE SADE SA;PLADISA;Medicina de Grupo;RUA CORONEL FAGUNDES;100;SALA 02 - EDIFCIO DR. ARY DALASEN;CENTRO;Videira;SC;89560156;49.0;35660811.0;;pladisa@pladisa.com.br;JOACIR FERREIRA;DIRETOR ADMNISTRATIVO;4.0;2014-09-02
343463;15594468000129;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;Medicina de Grupo;RUA PROFESSOR OSMAN SANTOS OLIVEIRA ;106;;CENTRO ;Nossa Senhora das Dores;SE;49600000;79.0;40093100.0;40093121.0;plamed@plamed.com.br;MASA CRUZ MITIDIERI;REPRESENTANTE LEGAL;5.0;1998-12-30
413551;4299994000140;PLAMEDH - PLANO DE ASSISTNCIA MDICO-HOSPITALAR LTDA;PLAMEDH;Medicina de Grupo;RUA QUINTINO BOCAIUVA;232;;CENTRO;So Joo del Rei;MG;36307302;32.0;33715795.0;;gerencia@plamedh.com.br;JOO DE FIGUEIREDO PEREIRA CURADO;ADMINISTRADOR;6.0;2001-04-19
423882;52041306000190;PLAMEDH PLANOS DE SADE LTDA;PLAMEDH PLANOS  ;Medicina de Grupo;Rua Inconfindncia;488;Sala 201A;Centro;Betim;MG;32600100;31.0;982611106.0;;joao.figueiredo@plamedh.com.br;JOO DE FIGUEIREDO PEREIRA CURADO;Diretor;;2024-02-19
324299;68682715000105;PLAMER PLANO MEDICO RESENDE LTDA;PLAMER - PLANO MEDICO RESENDE;Medicina de Grupo;Rua Luiz Ferreira Pinto;42;;Campo do Manejo;Resende;RJ;27520330;24.0;33839200.0;33839211.0;ouvidoria@plamer.com.br;ELIZANDRO GUERRA DOS SANTOS;Direto Administrativo - Financeiro;5.0;1998-12-17
424200;56197223000145;PLANO A ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefcios;AVENIDA JOSE WILKER ATOR;605;SALA 237;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775024;21.0;999434833.0;;leonardo@unimedicasaude.com;LIDIANE COSTA PINTO DA SILVA;SOCIO ADMINISTRADOR;;2024-11-25
363391;2513939000185;PLANO ASSISTENCIAL SO LUCAS LTDA;SO LUCAS SADE;Medicina de Grupo;RUA DOM PEDRO II;780;3 ANDAR - SALAS 301 A 304;CENTRO;Governador Valadares;MG;35010090;33.0;32797600.0;32797600.0;juniorsaolucassaude@veloxmail.com.br;JOSE FERREIRA JUNIOR;DIRETOR ADMINISTRATIVO;5.0;1999-01-04
382281;22027346000116;PLANO DE ASSISTNCIA MDICA MINEIRA LTDA;PLAM;Medicina de Grupo;RUA ROOSEVELT DE OLIVEIRA;251;;APARECIDA;Uberlndia;MG;38400610;34.0;32318012.0;32318012.0;uniaocon@triang.com.br;NEUBER MARTINS FONSECA;DIRETOR ADMINISTRATIVO;6.0;1999-01-04
417106;10767219000174;PLANO DE ASSISTNCIA ODONTOLGICA FAUCHARD LTDA. ME;ODONTO S.A;Odontologia de Grupo;AVENIDA PROFESSOR MAGALHES NETO;1550;SALAS 1501 A 1504 - ED. PREMIER TOWER EM;PITUBA;Salvador;BA;41810012;71.0;32403176.0;;diretoria@odontosa.com.br;RODRIGO ALVES VASCONCELOS DE ALMEIDA;SCIO ADMINISTRADOR;5.0;2009-10-29
411582;3638220000133;PLANO DE SAUDE ASES LTDA.;ASES;Medicina de Grupo;RUA CONSELHEIRO OTAVIANO;130;;CENTRO;Campos dos Goytacazes;RJ;28010140;22.0;27262000.0;27330866.0;planoases@ases.com.br;RENATO GOMES DE SOUZA VALE;DIRETOR FINANCEIRO;5.0;2000-06-27
360244;2864364000145;PLANO DE SADE ANA COSTA LTDA.;PLANO DE SADE ANA COSTA LTDA.;Medicina de Grupo;AV ANA COSTA;468;;GONZAGA;Santos;SP;11060002;13.0;32851200.0;32851200.0;anacostasaude@anacostasaude.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;5.0;1998-12-16
420166;24645912000189;PLANO DE SADE DA SANTA CASA DE BRAGANA PAULISTA;SANTA CASA SADE;Medicina de Grupo;RUA ALPHEU GRIMELLO;464;EDIFCIO SAN DOMENICO;TABOO;Bragana Paulista;SP;12916010;11.0;44818015.0;;rosana.lima@scsbp.com.br;JOO JOS MARQUES;PRESIDENTE;5.0;2016-07-06
411256;3011072000122;PLANO HOSPITAL SAMARITANO LTDA;PHS SAMARITANO SADE;Medicina de Grupo;AV SAO JOSE DOS CAMPOS ;256;ANDAR PISO SUPERIOR ;JARDIM NOVA EUROPA;Campinas;SP;13040145;19.0;32322150.0;;phs@samaritosaude.com.br;RICARDO DE CAPRIO;SCIO ADMINISTRADOR;5.0;2000-05-12
415936;5983170000157;PLANO ODONTOLGICO DENTALVIDAS LTDA.;DENTALVIDAS;Odontologia de Grupo;RUA MAGID ANTONIO CALIL;176;;JARDIM BOTNICO;Ribeiro Preto;SP;14021644;16.0;81643959.0;;atendimento@dentalvidas.com.br; ICARO VILAR MOTA GUIMARES;REPRESENTANTE;4.0;2007-03-08
423408;29117294000118;PLANO SIGMA SADE LTDA;;Medicina de Grupo;RUA FLORIANO PEIXOTO;1009;;VILA MENDONA;Araatuba;SP;16015000;18.0;31176391.0;;reginaldo.sigmasaude@gmail.com;EVALDO DE ARAJO SANCHEZ;SCIO PROPRIETRIO;6.0;2022-12-12
415987;4430627000133;PLANO VIDA SAUDE SERVIOS ODONTOLOGICOS LTDA;ORAL SANTA HELENA;Odontologia de Grupo;RUA CAMPOS;130;;SO JOSE;Aracaju;SE;49015220;;;32116668.0;financeiro@oralsantahelena.com.br;JOSAN PEREIRA TENORIO;SCIO-ADMINISTRATIVO;6.0;2007-04-13
416517;2704297000100;PLANODENTE LTDA.;;Odontologia de Grupo;RUA DOUTOR MILTON BANDEIRA;140;LOJA 202;CENTRO;Viosa;MG;36570000;31.0;38916362.0;38916362.0;PLANODENTE@HOTMAIL.COM;MARIA HELENA PIRES SILVA;ADMINISTRADORA;6.0;2008-01-22
418986;11792899000149;PLATINUM ADMINISTRADORA DE BENEFICIOS;;Administradora de Benefcios;SRTVS QUADRA 701, CONJUNTO L, BLOCO 02;38;TRREO II, SALA 112;ASA SUL;Braslia;DF;70340906;;;;gleciana@platinumbeneficios.com.br;GLECIANA SILVA VIEIRA;ADMINISTRADORA;4.0;2013-08-01
420956;27657711000190;PLENA ADMINISTRADORA DE BENEFCIOS LTDA - ME;PLENA ADMINISTRADORA DE BENEFCIOS;Administradora de Benefcios;RUA JOO PESSOA DE MATOS;530;COND. ED. PRE OFFICE TOWER;PRAIA DA COSTA;Vila Velha;ES;29101115;27.0;37631360.0;;danilosassaroli@gmail.com;DANILO HADDAD SASSAROLI;Diretor Operacional;5.0;2017-07-13
348830;338763000147;PLENA SADE S.A.;PLENA SADE;Medicina de Grupo;AV. RAIMUNDO PEREIRA DE MAGALHAES;12575;SALA 03;PARADA DE TAIPAS;So Paulo;SP;2989095;11.0;39445439.0;;regulatorio@plenasaude.com.br;JOSE LUIZ RANIERI;DIRETOR PRESIDENTE;4.0;1998-12-30
403458;1460885000174;PLENODONTO ASSISTNCIA ODONTOLGICA LTDA.;PLENODONTO;Odontologia de Grupo;AV. IPIRANGA;337;10 ANDAR - CJ.101;REPBLICA;So Paulo;SP;1046010;11.0;31207420.0;;jbosco@plenodonto.com.br;JOO BOSCO MUNIZ SIMON;SOCIO GERENTE;4.0;1999-04-14
423441;47432143000136;PLENUM ASSISTENCIA MEDICA  LTDA;PLENUM SAUDE ;Medicina de Grupo;QS 1 RUA 210 TORRE 03 - LOTE 34/36;S/N;SALA 312;AGUAS CLARAS ;Braslia;DF;71950770;;;;DIRETORIA@PLENUMSAUDE.COM;LUCIO ANTUNES ALVES ;SOCIO - ADMINISTRADOR;;2023-01-18
418552;97553801000116;PLURAL GESTO EM PLANOS DE SADE LTDA;PLURAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefcios;AV. RIO BRANCO ;131; 5 ANDAR, SALAS 501 a 504;CENTRO;Rio de Janeiro;RJ;20040006;21.0;38616000.0;;andre@pluralsaude.com.br;ANDR LUIZ CORBACHO VIANNA;DIRETOR PRESIDENTE;4.0;2012-06-11
417751;11275925000161;PLURICLUB ADMINISTRADORA DE BENEFCIOS LTDA.;PLURICLUB ADMINISTRADORA DE BENEFCIOS LTDA.;Administradora de Benefcios;SETE DE ABRIL ;230;BLOCO A CONJUNTO 102;REPBLICA;So Paulo;SP;1044000;11.0;32575258.0;32575258.0;CARECLUB@PLURICARE.COM.BR;LUIZ GUILHERME GOMES PRIMOS;ADMINISTRADOR;4.0;2010-12-20
351270;2896924000143;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;Medicina de Grupo;RUA PARAN;700;;CENTRO;Pato Branco;PR;85501074;46.0;32242210.0;;polisaude@polisaudepb.com.br;JULIANE BLEICH;REPRESENTANTE JUNTO  ANS;5.0;1998-12-24
415693;4202013000102;POLICLIN SADE S/A.;;Medicina de Grupo;AV NOVE DE JULHO ;355;;JARDIM APOLO;So Jos dos Campos;SP;12243000;12.0;37972833.0;37972833.0;contato.ans@policlinsaude.com.br;CYRO ALVES DE BRITTO FILHO;DIRETOR;5.0;2006-08-02
316903;93507895000136;POLIMDICA SADE SOCIEDADE SIMPLES LTDA;POLIMDICA SADE;Medicina de Grupo;RUA GENERAL NETO;353;;FLORESTA;Porto Alegre;RS;90560020;51.0;32213428.0;32213666.0;polimedica@polimedica.com.br;SANDRA RENATA MARCONATO WOLF;ADMINISTRADORA;4.0;1998-12-28
346870;89890172000191;PORTO ALEGRE CLNICAS LTDA.;POA CLIN;Medicina de Grupo;Rua dos Andradas;955;3 andar, apto. 302 - salas 02, 06 e 07;CENTRO HISTRICO ;Porto Alegre;RS;90020005;51.0;30417855.0;32873621.0;portoalegreclinicas@portoalegreclinicas.com.br;MARIA CRISTINA NUNES DAS CHAGAS;SCIA ADMINISTRADORA;4.0;1998-12-22
415081;6145428000109;PORTO DIAS SAUDE LTDA.;PORTO DIAS SAUDE;Medicina de Grupo;TRAVESSA MAURITI;3050;SALA 1;MARCO;Belm;PA;66093020;;;30843038.0;adrianadias@hpd.com.br;ANTONIO CARLOS CORREA DIAS;REPRESENTANTE;6.0;2005-02-03
582;4540010000170;PORTO SEGURO - SEGURO SADE S/A;PORTO SEGURO SADE;Seguradora Especializada em Sade;Alameda Baro de Piracicaba;740;Torre B, 8 andar, Lado B;CAMPOS ELISEOS;So Paulo;SP;1216012;11.0;33665199.0;33668823.0;diretoria@portoseguro.com.br;LUIZ VICENTE GUARANHA LAPENTA;DIRETOR DE PRECIFICAO;4.0;2001-07-31
418625;13991711000117;PORTO SEGURO SERVIOS ODONTOLGICOS LTDA.;PORTO DENTAL;Odontologia de Grupo;RUA GUAIANASES;1238;MEZANINO - PARTE;CAMPOS ELISEOS;So Paulo;SP;1204002;;;;regulacao.saude@portoseguro.com.br;LUIZ VICENTE GUARANHA LAPENTA;DIRETOR DE PRECIFICAO;4.0;2012-10-08
417491;11565995000154;PORTOMED - PORTO SEGURO SERVIOS DE SAUDE LTDA;;Medicina de Grupo;RUA GUAIANASES;1238;MEZANINO/PARTE;CAMPOS ELISEOS;So Paulo;SP;1204001;11.0;33661722.0;33668823.0;diretoria@portoseguro.com.br;LUIZ VICENTE GUARANHA LAPENTA;DIRETOR DE PRECIFICAO;4.0;2010-08-13
420280;25006061000197;POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA;POSITIVA ADMINISTRADORA DE BENEFCIOS;Administradora de Benefcios;ALAMEDA CAMPINAS;457;8 andar - cj, D;JARDIM PAULISTA;So Paulo;SP;1404100;11.0;41181040.0;;paulo.sampaio@positiva.com.br;PAULO HENRIQUE MOURO SAMPAIO;ADMINISTRADOR;1.0;2016-11-08
